epoch,train_loss,val_dice
1,0.8178670477122069,0.6620547585189342
2,0.7265659715980292,0.7475430823862552
3,0.6671334233134985,0.7711456969380379
4,0.60345374122262,0.8262861475348473
5,0.5253576967865229,0.8387877807021141
6,0.4477161273360252,0.7848648682236672
7,0.3883788242936134,0.8807921051979065
8,0.32038423605263233,0.8714200243353843
9,0.27053529880940913,0.8819299727678299
10,0.22887699268758296,0.8312586650252343
