epoch,train_loss,val_dice
1,0.8407667703926563,0.685658399015665
2,0.7547836504876614,0.610777598619461
3,0.6991040702909231,0.8086494602262974
4,0.6382943619042635,0.7678682759404183
5,0.5718944899737834,0.836778420349583
6,0.49944358207285405,0.8496690392494202
7,0.4285377386957407,0.7879733063280583
8,0.3652550246566534,0.8810641139745712
9,0.30521875247359276,0.8941560998558998
10,0.25987566262483597,0.8906451031565666
